id,dataset,task,embedder,model,hyperparams,library_hash,cv_metric_name,cv_metric,test_metric_name,test_metric,key
984,CYP3A4_Veith,classification,ECFP,knn,"{""clf__n_neighbors"": 9}",473132224241458266,roc_auc,0.7796754895129612,roc_auc,0.797535650653623,CYP3A4_Veith_ECFP_knn
985,ogbg-molhiv,classification,TT_count,ridge,"{""clf__C"": 0.001, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-5003086166453298490,roc_auc,0.7497474930949599,roc_auc,0.7609416945093571,ogbg-molhiv_TT_count_ridge
986,CYP3A4_Substrate_CarbonMangels,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 10, ""clf__n_estimators"": 500}",6295431093068645104,roc_auc,0.7048818828230592,roc_auc,0.6430831826401446,CYP3A4_Substrate_CarbonMangels_CDDD_rf
987,CYP2C9_Substrate_CarbonMangels,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 8, ""clf__n_estimators"": 500}",-5322754066255325344,roc_auc,0.692717378852102,roc_auc,0.6551817688551276,CYP2C9_Substrate_CarbonMangels_CDDD_rf
988,Bioavailability_Ma,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 4, ""clf__n_estimators"": 500}",920692334165561195,roc_auc,0.7606838194826638,roc_auc,0.6687728633189225,Bioavailability_Ma_CDDD_rf
989,CYP2D6_Substrate_CarbonMangels,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 6, ""clf__n_estimators"": 500}",-5096152806200101132,roc_auc,0.8025977561458506,roc_auc,0.8100353892821032,CYP2D6_Substrate_CarbonMangels_CDDD_rf
990,CYP2C9_Substrate_CarbonMangels,classification,CDDD,ridge,"{""clf__C"": 0.0035938136638046254, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-5322754066255325344,roc_auc,0.6769502042998434,roc_auc,0.6500271296798698,CYP2C9_Substrate_CarbonMangels_CDDD_ridge
991,CYP3A4_Substrate_CarbonMangels,classification,CDDD,ridge,"{""clf__C"": 0.001, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",6295431093068645104,roc_auc,0.6898351648351648,roc_auc,0.6435352622061483,CYP3A4_Substrate_CarbonMangels_CDDD_ridge
992,CYP2C9_Substrate_CarbonMangels,classification,CDDD,knn,"{""clf__n_neighbors"": 3}",-5322754066255325344,roc_auc,0.6708300874479705,roc_auc,0.6208627238198589,CYP2C9_Substrate_CarbonMangels_CDDD_knn
993,Bioavailability_Ma,classification,CDDD,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",920692334165561195,roc_auc,0.7632131718950651,roc_auc,0.6637845028267376,Bioavailability_Ma_CDDD_ridge
994,CYP3A4_Substrate_CarbonMangels,classification,CDDD,knn,"{""clf__n_neighbors"": 5}",6295431093068645104,roc_auc,0.6718044700397641,roc_auc,0.6589059674502713,CYP3A4_Substrate_CarbonMangels_CDDD_knn
995,Bioavailability_Ma,classification,CDDD,knn,"{""clf__n_neighbors"": 7}",920692334165561195,roc_auc,0.7064460649422124,roc_auc,0.6464915197871632,Bioavailability_Ma_CDDD_knn
996,CYP2D6_Substrate_CarbonMangels,classification,CDDD,ridge,"{""clf__C"": 0.001, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-5096152806200101132,roc_auc,0.7939346013937666,roc_auc,0.7761627906976744,CYP2D6_Substrate_CarbonMangels_CDDD_ridge
997,CYP2D6_Substrate_CarbonMangels,classification,CDDD,knn,"{""clf__n_neighbors"": 9}",-5096152806200101132,roc_auc,0.7503781397066334,roc_auc,0.7807128412537918,CYP2D6_Substrate_CarbonMangels_CDDD_knn
998,DILI,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 6, ""clf__n_estimators"": 500}",-6144719483789582908,roc_auc,0.8233002766243764,roc_auc,0.9134782608695652,DILI_mol2vec_rf
999,HIA_Hou,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 4, ""clf__n_estimators"": 500}",6206975087904882269,roc_auc,0.9665631929046562,roc_auc,0.977366255144033,HIA_Hou_mol2vec_rf
1000,DILI,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 8, ""clf__n_estimators"": 500}",920692334165561195,roc_auc,0.8354491930669216,roc_auc,0.9234782608695652,DILI_CDDD_rf
1001,SARSCoV2_3CLPro_Diamond,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 4, ""clf__n_estimators"": 500}",-1772794917336990708,roc_auc,0.8241288556404834,roc_auc,0.6829493087557603,SARSCoV2_3CLPro_Diamond_mol2vec_rf
1002,SARSCoV2_Vitro_Touret,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 10, ""clf__n_estimators"": 500}",2619407087672104796,roc_auc,0.5352252829382874,roc_auc,0.5449026585723257,SARSCoV2_Vitro_Touret_mol2vec_rf
1003,DILI,classification,CDDD,ridge,"{""clf__C"": 0.001, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",920692334165561195,roc_auc,0.8119303620688662,roc_auc,0.8930434782608695,DILI_CDDD_ridge
1004,Bioavailability_Ma,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 8, ""clf__n_estimators"": 500}",-5431890750391214618,roc_auc,0.7257200513667217,roc_auc,0.7263052876621217,Bioavailability_Ma_mol2vec_rf
1005,CYP2C9_Substrate_CarbonMangels,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 6, ""clf__n_estimators"": 500}",8901146632593982072,roc_auc,0.6857719479130866,roc_auc,0.6359196961475855,CYP2C9_Substrate_CarbonMangels_mol2vec_rf
1006,CYP3A4_Substrate_CarbonMangels,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",4343334938223517161,roc_auc,0.6944334097275273,roc_auc,0.6348327305605785,CYP3A4_Substrate_CarbonMangels_mol2vec_rf
1007,Pgp_Broccatelli,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",-215414549481590678,roc_auc,0.9357478399081114,roc_auc,0.8891628898960278,Pgp_Broccatelli_mol2vec_rf
1008,DILI,classification,CDDD,knn,"{""clf__n_neighbors"": 9}",920692334165561195,roc_auc,0.7723354027370648,roc_auc,0.8628260869565217,DILI_CDDD_knn
1009,CYP2D6_Substrate_CarbonMangels,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",7643516406126065265,roc_auc,0.7807656288055562,roc_auc,0.8120576339737109,CYP2D6_Substrate_CarbonMangels_mol2vec_rf
1010,HIA_Hou,classification,mol2vec,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",6206975087904882269,roc_auc,0.9741685144124169,roc_auc,0.9925925925925927,HIA_Hou_mol2vec_ridge
1011,HIA_Hou,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 4, ""clf__n_estimators"": 500}",1973253318189881871,roc_auc,0.965321507760532,roc_auc,0.94320987654321,HIA_Hou_CDDD_rf
1012,SARSCoV2_3CLPro_Diamond,classification,mol2vec,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-1772794917336990708,roc_auc,0.8267411141829746,roc_auc,0.7247311827956988,SARSCoV2_3CLPro_Diamond_mol2vec_ridge
1013,HIA_Hou,classification,mol2vec,knn,"{""clf__n_neighbors"": 3}",6206975087904882269,roc_auc,0.9433037694013304,roc_auc,0.9109053497942388,HIA_Hou_mol2vec_knn
1014,PAMPA_NCATS,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 10, ""clf__n_estimators"": 500}",-7816445639031593433,roc_auc,0.6877140525846471,roc_auc,0.6916301828483131,PAMPA_NCATS_mol2vec_rf
1015,SARSCoV2_3CLPro_Diamond,classification,mol2vec,knn,"{""clf__n_neighbors"": 9}",-1772794917336990708,roc_auc,0.7526900489691187,roc_auc,0.7167434715821813,SARSCoV2_3CLPro_Diamond_mol2vec_knn
1016,HIA_Hou,classification,CDDD,ridge,"{""clf__C"": 7.74263682681127, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",1973253318189881871,roc_auc,0.9744345898004434,roc_auc,0.6358024691358025,HIA_Hou_CDDD_ridge
1017,SARSCoV2_Vitro_Touret,classification,mol2vec,ridge,"{""clf__C"": 0.0035938136638046254, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",2619407087672104796,roc_auc,0.6174375400384369,roc_auc,0.5273184006698765,SARSCoV2_Vitro_Touret_mol2vec_ridge
1018,HIA_Hou,classification,CDDD,knn,"{""clf__n_neighbors"": 7}",1973253318189881871,roc_auc,0.9361862527716187,roc_auc,0.9176954732510288,HIA_Hou_CDDD_knn
1019,PAMPA_NCATS,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 10, ""clf__n_estimators"": 500}",-5096152806200101132,roc_auc,0.702683935883784,roc_auc,0.7605974761782127,PAMPA_NCATS_CDDD_rf
1020,SARSCoV2_Vitro_Touret,classification,mol2vec,knn,"{""clf__n_neighbors"": 7}",2619407087672104796,roc_auc,0.551714712790946,roc_auc,0.44797990370525437,SARSCoV2_Vitro_Touret_mol2vec_knn
1021,Pgp_Broccatelli,classification,mol2vec,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-215414549481590678,roc_auc,0.9337961959051635,roc_auc,0.8943615035990402,Pgp_Broccatelli_mol2vec_ridge
1022,DILI,classification,mol2vec,ridge,"{""clf__C"": 0.04641588833612777, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-6144719483789582908,roc_auc,0.8437266160257849,roc_auc,0.9221739130434783,DILI_mol2vec_ridge
1023,DILI,classification,mol2vec,knn,"{""clf__n_neighbors"": 7}",-6144719483789582908,roc_auc,0.8106757140690657,roc_auc,0.7810869565217391,DILI_mol2vec_knn
1024,Pgp_Broccatelli,classification,mol2vec,knn,"{""clf__n_neighbors"": 9}",-215414549481590678,roc_auc,0.9122567949093282,roc_auc,0.860970407891229,Pgp_Broccatelli_mol2vec_knn
1025,PAMPA_NCATS,classification,CDDD,ridge,"{""clf__C"": 0.0035938136638046254, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-5096152806200101132,roc_auc,0.7202126565895298,roc_auc,0.7622971928920937,PAMPA_NCATS_CDDD_ridge
1026,PAMPA_NCATS,classification,CDDD,knn,"{""clf__n_neighbors"": 9}",-5096152806200101132,roc_auc,0.6347898486265139,roc_auc,0.6554725727530261,PAMPA_NCATS_CDDD_knn
1027,PAMPA_NCATS,classification,mol2vec,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-7816445639031593433,roc_auc,0.7190235717563134,roc_auc,0.7203193407159412,PAMPA_NCATS_mol2vec_ridge
1028,PAMPA_NCATS,classification,mol2vec,knn,"{""clf__n_neighbors"": 9}",-7816445639031593433,roc_auc,0.6367412387779308,roc_auc,0.618568117434973,PAMPA_NCATS_mol2vec_knn
1029,CYP2D6_Substrate_CarbonMangels,classification,mol2vec,ridge,"{""clf__C"": 0.04641588833612777, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",7643516406126065265,roc_auc,0.7564687188189911,roc_auc,0.8105409504550051,CYP2D6_Substrate_CarbonMangels_mol2vec_ridge
1030,CYP2D6_Substrate_CarbonMangels,classification,mol2vec,knn,"{""clf__n_neighbors"": 9}",7643516406126065265,roc_auc,0.7180517516361437,roc_auc,0.7948685540950454,CYP2D6_Substrate_CarbonMangels_mol2vec_knn
1031,CYP2C9_Substrate_CarbonMangels,classification,mol2vec,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",8901146632593982072,roc_auc,0.6514799327910795,roc_auc,0.644872490504612,CYP2C9_Substrate_CarbonMangels_mol2vec_ridge
1032,CYP2C9_Substrate_CarbonMangels,classification,mol2vec,knn,"{""clf__n_neighbors"": 3}",8901146632593982072,roc_auc,0.6746166991255202,roc_auc,0.5647042864894195,CYP2C9_Substrate_CarbonMangels_mol2vec_knn
1033,Bioavailability_Ma,classification,mol2vec,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-5431890750391214618,roc_auc,0.7291047514217575,roc_auc,0.6528101097439308,Bioavailability_Ma_mol2vec_ridge
1034,Bioavailability_Ma,classification,mol2vec,knn,"{""clf__n_neighbors"": 7}",-5431890750391214618,roc_auc,0.6928178315905338,roc_auc,0.6298636514798803,Bioavailability_Ma_mol2vec_knn
1035,hERG,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 6, ""clf__n_estimators"": 500}",6206975087904882269,roc_auc,0.8363883299798793,roc_auc,0.8233778047301394,hERG_mol2vec_rf
1036,CYP3A4_Substrate_CarbonMangels,classification,mol2vec,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",4343334938223517161,roc_auc,0.6659236841589783,roc_auc,0.6250000000000001,CYP3A4_Substrate_CarbonMangels_mol2vec_ridge
1037,CYP3A4_Substrate_CarbonMangels,classification,mol2vec,knn,"{""clf__n_neighbors"": 9}",4343334938223517161,roc_auc,0.7020595580889699,roc_auc,0.6266952983725136,CYP3A4_Substrate_CarbonMangels_mol2vec_knn
1038,Pgp_Broccatelli,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",920692334165561195,roc_auc,0.9401139725388189,roc_auc,0.9027925886430286,Pgp_Broccatelli_CDDD_rf
1039,SARSCoV2_3CLPro_Diamond,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",1973253318189881871,roc_auc,0.7551680490052582,roc_auc,0.688479262672811,SARSCoV2_3CLPro_Diamond_CDDD_rf
1040,Pgp_Broccatelli,classification,CDDD,ridge,"{""clf__C"": 0.0035938136638046254, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",920692334165561195,roc_auc,0.9350012977937506,roc_auc,0.9176219674753399,Pgp_Broccatelli_CDDD_ridge
1041,SARSCoV2_3CLPro_Diamond,classification,CDDD,ridge,"{""clf__C"": 7.74263682681127, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",1973253318189881871,roc_auc,0.7951114002276792,roc_auc,0.6537634408602151,SARSCoV2_3CLPro_Diamond_CDDD_ridge
1042,Pgp_Broccatelli,classification,CDDD,knn,"{""clf__n_neighbors"": 9}",920692334165561195,roc_auc,0.9110129521386676,roc_auc,0.8977272727272727,Pgp_Broccatelli_CDDD_knn
1043,SARSCoV2_3CLPro_Diamond,classification,CDDD,knn,"{""clf__n_neighbors"": 9}",1973253318189881871,roc_auc,0.7084881010462406,roc_auc,0.7402457757296466,SARSCoV2_3CLPro_Diamond_CDDD_knn
1044,ogbg-molbace,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 10, ""clf__n_estimators"": 500}",2619407087672104796,roc_auc,0.8809603734665075,roc_auc,0.8102938619370544,ogbg-molbace_mol2vec_rf
1045,ogbg-molbbbp,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 6, ""clf__n_estimators"": 500}",-6144719483789582908,roc_auc,0.8983454082480222,roc_auc,0.7304205246913581,ogbg-molbbbp_mol2vec_rf
1046,hERG,classification,mol2vec,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",6206975087904882269,roc_auc,0.830326626425218,roc_auc,0.8063978168587023,hERG_mol2vec_ridge
1047,SARSCoV2_Vitro_Touret,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 6, ""clf__n_estimators"": 500}",6988221732635248949,roc_auc,0.598313047191971,roc_auc,0.6175423906217291,SARSCoV2_Vitro_Touret_CDDD_rf
1048,hERG,classification,mol2vec,knn,"{""clf__n_neighbors"": 9}",6206975087904882269,roc_auc,0.793260228034876,roc_auc,0.8026076409945422,hERG_mol2vec_knn
1049,SARSCoV2_Vitro_Touret,classification,CDDD,ridge,"{""clf__C"": 0.001, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",6988221732635248949,roc_auc,0.6220371556694426,roc_auc,0.47351894494452584,SARSCoV2_Vitro_Touret_CDDD_ridge
1050,AMES,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",3101002370182253124,roc_auc,0.8211667902531795,roc_auc,0.8063541483091503,AMES_mol2vec_rf
1051,ogbg-molbbbp,classification,mol2vec,ridge,"{""clf__C"": 0.04641588833612777, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-6144719483789582908,roc_auc,0.874165743917367,roc_auc,0.671875,ogbg-molbbbp_mol2vec_ridge
1052,ogbg-molbace,classification,mol2vec,ridge,"{""clf__C"": 0.04641588833612777, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",2619407087672104796,roc_auc,0.8656779213259508,roc_auc,0.7981220657276995,ogbg-molbace_mol2vec_ridge
1053,SARSCoV2_Vitro_Touret,classification,CDDD,knn,"{""clf__n_neighbors"": 9}",6988221732635248949,roc_auc,0.6056374119154387,roc_auc,0.6276952061963575,SARSCoV2_Vitro_Touret_CDDD_knn
1054,ogbg-molbace,classification,mol2vec,knn,"{""clf__n_neighbors"": 5}",2619407087672104796,roc_auc,0.8583774110664786,roc_auc,0.823074247956877,ogbg-molbace_mol2vec_knn
1055,ogbg-molbbbp,classification,mol2vec,knn,"{""clf__n_neighbors"": 9}",-6144719483789582908,roc_auc,0.8790404363038936,roc_auc,0.677951388888889,ogbg-molbbbp_mol2vec_knn
1056,CYP2D6_Veith,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",186840549132783347,roc_auc,0.8460668047482166,roc_auc,0.8641177620211173,CYP2D6_Veith_CDDD_rf
1057,CYP2C9_Veith,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",-3886377189205891821,roc_auc,0.8770167146998789,roc_auc,0.8812034842053036,CYP2C9_Veith_CDDD_rf
1058,AMES,classification,mol2vec,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",3101002370182253124,roc_auc,0.8114530374877337,roc_auc,0.7901799526131312,AMES_mol2vec_ridge
1059,AMES,classification,mol2vec,knn,"{""clf__n_neighbors"": 9}",3101002370182253124,roc_auc,0.7836229913255213,roc_auc,0.7654085648828055,AMES_mol2vec_knn
1060,hERG,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",-968655222232515329,roc_auc,0.8596626425217975,roc_auc,0.8632504548211037,hERG_CDDD_rf
1061,CYP1A2_Veith,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 4, ""clf__n_estimators"": 500}",-5597175791629565506,roc_auc,0.9068805371837565,roc_auc,0.923714467918524,CYP1A2_Veith_CDDD_rf
1062,CYP2D6_Veith,classification,CDDD,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",186840549132783347,roc_auc,0.8475989868458849,roc_auc,0.8681169595964715,CYP2D6_Veith_CDDD_ridge
1063,CYP2C9_Veith,classification,CDDD,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-3886377189205891821,roc_auc,0.87213547137703,roc_auc,0.8760886172650879,CYP2C9_Veith_CDDD_ridge
1064,CYP2C9_Veith,classification,CDDD,knn,"{""clf__n_neighbors"": 9}",-3886377189205891821,roc_auc,0.8507860659419035,roc_auc,0.8691895127310532,CYP2C9_Veith_CDDD_knn
1065,CYP2D6_Veith,classification,CDDD,knn,"{""clf__n_neighbors"": 9}",186840549132783347,roc_auc,0.8158954071985065,roc_auc,0.8242048912745628,CYP2D6_Veith_CDDD_knn
1066,hERG,classification,CDDD,ridge,"{""clf__C"": 0.0035938136638046254, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-968655222232515329,roc_auc,0.8491589537223341,roc_auc,0.8770466949666464,hERG_CDDD_ridge
1067,CYP2C9_Veith,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 4, ""clf__n_estimators"": 500}",2163844245989969571,roc_auc,0.8551127795077859,roc_auc,0.8636198246871382,CYP2C9_Veith_mol2vec_rf
1068,CYP1A2_Veith,classification,CDDD,ridge,"{""clf__C"": 0.0035938136638046254, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-5597175791629565506,roc_auc,0.9090679350376003,roc_auc,0.9234694843980857,CYP1A2_Veith_CDDD_ridge
1069,hERG,classification,CDDD,knn,"{""clf__n_neighbors"": 7}",-968655222232515329,roc_auc,0.8396096579476862,roc_auc,0.7954821103699212,hERG_CDDD_knn
1070,CYP2C19_Veith,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",5349573968687756726,roc_auc,0.8774569580731031,roc_auc,0.8721135770601274,CYP2C19_Veith_CDDD_rf
1071,CYP1A2_Veith,classification,CDDD,knn,"{""clf__n_neighbors"": 9}",-5597175791629565506,roc_auc,0.8921414403748635,roc_auc,0.9079726982282893,CYP1A2_Veith_CDDD_knn
1072,ogbg-molbace,classification,CDDD,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 4, ""clf__n_estimators"": 500}",6988221732635248949,roc_auc,0.8718244852169509,roc_auc,0.8112502173535037,ogbg-molbace_CDDD_rf
1073,CYP1A2_Veith,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",-5944079181671266147,roc_auc,0.901338574598612,roc_auc,0.9133440250539848,CYP1A2_Veith_mol2vec_rf
1074,CYP2C19_Veith,classification,CDDD,ridge,"{""clf__C"": 0.0035938136638046254, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",5349573968687756726,roc_auc,0.8746483965106009,roc_auc,0.8705950387973901,CYP2C19_Veith_CDDD_ridge
1075,CYP2D6_Veith,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",4917912180074416270,roc_auc,0.8318582351784789,roc_auc,0.842437302819137,CYP2D6_Veith_mol2vec_rf
1076,ogbg-molbace,classification,CDDD,ridge,"{""clf__C"": 0.04641588833612777, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",6988221732635248949,roc_auc,0.870642782180726,roc_auc,0.7605633802816901,ogbg-molbace_CDDD_ridge
1077,CYP3A4_Veith,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 8, ""clf__n_estimators"": 500}",3731234724267079832,roc_auc,0.8517033366461083,roc_auc,0.8409790667102638,CYP3A4_Veith_mol2vec_rf
1078,ogbg-molbace,classification,CDDD,knn,"{""clf__n_neighbors"": 5}",6988221732635248949,roc_auc,0.8483141171787356,roc_auc,0.7432620413841071,ogbg-molbace_CDDD_knn
1079,CYP2C19_Veith,classification,CDDD,knn,"{""clf__n_neighbors"": 9}",5349573968687756726,roc_auc,0.8627368353662572,roc_auc,0.8664721341526146,CYP2C19_Veith_CDDD_knn
1080,CYP2C9_Veith,classification,mol2vec,ridge,"{""clf__C"": 0.04641588833612777, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",2163844245989969571,roc_auc,0.8567400736127938,roc_auc,0.856600222094461,CYP2C9_Veith_mol2vec_ridge
1081,CYP2C19_Veith,classification,mol2vec,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",5211639885908156898,roc_auc,0.8552908814955394,roc_auc,0.8515386461908725,CYP2C19_Veith_mol2vec_rf
1082,CYP2C9_Veith,classification,mol2vec,knn,"{""clf__n_neighbors"": 9}",2163844245989969571,roc_auc,0.8275829784309365,roc_auc,0.8424570577996897,CYP2C9_Veith_mol2vec_knn
1083,CYP1A2_Veith,classification,mol2vec,ridge,"{""clf__C"": 0.04641588833612777, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-5944079181671266147,roc_auc,0.8881052416525833,roc_auc,0.9024735127353546,CYP1A2_Veith_mol2vec_ridge
1084,CYP3A4_Veith,classification,mol2vec,ridge,"{""clf__C"": 0.04641588833612777, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",3731234724267079832,roc_auc,0.8591260464980799,roc_auc,0.8439282115616888,CYP3A4_Veith_mol2vec_ridge
1085,CYP2D6_Veith,classification,mol2vec,ridge,"{""clf__C"": 0.04641588833612777, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",4917912180074416270,roc_auc,0.8339093397938869,roc_auc,0.8409549887339993,CYP2D6_Veith_mol2vec_ridge
1086,CYP1A2_Veith,classification,mol2vec,knn,"{""clf__n_neighbors"": 9}",-5944079181671266147,roc_auc,0.8787885235258022,roc_auc,0.8945929990276427,CYP1A2_Veith_mol2vec_knn
1087,CYP3A4_Veith,classification,mol2vec,knn,"{""clf__n_neighbors"": 9}",3731234724267079832,roc_auc,0.8268851718315133,roc_auc,0.830186444410338,CYP3A4_Veith_mol2vec_knn
1088,CYP2D6_Veith,classification,mol2vec,knn,"{""clf__n_neighbors"": 9}",4917912180074416270,roc_auc,0.7762673446987507,roc_auc,0.7777769735148164,CYP2D6_Veith_mol2vec_knn
1089,CYP2C19_Veith,classification,mol2vec,ridge,"{""clf__C"": 0.04641588833612777, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",5211639885908156898,roc_auc,0.8574121695878499,roc_auc,0.8497675897608559,CYP2C19_Veith_mol2vec_ridge
