id,dataset,task,embedder,model,hyperparams,library_hash,cv_metric_name,cv_metric,test_metric_name,test_metric,key
2485,AMES,classification,GraphMVP_AM-max,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 4, ""clf__n_estimators"": 500}",567529853905475406,roc_auc,0.8108351430123293,roc_auc,0.814976796099395,AMES_GraphMVP_AM-max_rf
2486,AMES,classification,GraphMVP_AM-mean,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 8, ""clf__n_estimators"": 500}",3615164774884038370,roc_auc,0.7914297680577926,roc_auc,0.789541600579608,AMES_GraphMVP_AM-mean_rf
2487,AMES,classification,GraphMVP_CP-max,ridge,"{""clf__C"": 0.0035938136638046254, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-3313359735685399046,roc_auc,0.7848312596591078,roc_auc,0.7367522371693199,AMES_GraphMVP_CP-max_ridge
2488,AMES,classification,GraphMVP_CP-max,knn,"{""clf__n_neighbors"": 9}",-3313359735685399046,roc_auc,0.774150846696706,roc_auc,0.7914938612465487,AMES_GraphMVP_CP-max_knn
2489,AMES,classification,GraphMVP_AM-max,ridge,"{""clf__C"": 0.0035938136638046254, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",567529853905475406,roc_auc,0.7743487439478753,roc_auc,0.7529851769175038,AMES_GraphMVP_AM-max_ridge
2490,AMES,classification,GraphMVP_AM-max,knn,"{""clf__n_neighbors"": 9}",567529853905475406,roc_auc,0.7852418639339789,roc_auc,0.7715610252795237,AMES_GraphMVP_AM-max_knn
2491,AMES,classification,GraphMVP_CP-mean,ridge,"{""clf__C"": 0.16681005372000593, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-3948819544197885122,roc_auc,0.7583148929368336,roc_auc,0.7464743778025809,AMES_GraphMVP_CP-mean_ridge
2492,AMES,classification,GraphMVP_CP-sum,ridge,"{""clf__C"": 0.16681005372000593, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",1712337175194292831,roc_auc,0.7484178358880053,roc_auc,0.7426364330611526,AMES_GraphMVP_CP-sum_ridge
2493,AMES,classification,GraphMVP_CP-mean,knn,"{""clf__n_neighbors"": 9}",-3948819544197885122,roc_auc,0.7440859804007878,roc_auc,0.7623039417259002,AMES_GraphMVP_CP-mean_knn
2494,AMES,classification,GraphMVP_CP-sum,knn,"{""clf__n_neighbors"": 9}",1712337175194292831,roc_auc,0.7453338461961011,roc_auc,0.7641210910728622,AMES_GraphMVP_CP-sum_knn
2495,AMES,classification,GraphMVP_AM-sum,ridge,"{""clf__C"": 0.5994842503189408, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",6629739637219977006,roc_auc,0.7588927843296676,roc_auc,0.7613229160547494,AMES_GraphMVP_AM-sum_ridge
2496,AMES,classification,GraphMVP_AM-sum,knn,"{""clf__n_neighbors"": 9}",6629739637219977006,roc_auc,0.7590682291069033,roc_auc,0.7676271319195598,AMES_GraphMVP_AM-sum_knn
2497,AMES,classification,GraphMVP_AM-mean,ridge,"{""clf__C"": 0.5994842503189408, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",3615164774884038370,roc_auc,0.7648157261445803,roc_auc,0.7659832775264838,AMES_GraphMVP_AM-mean_ridge
2498,AMES,classification,GraphMVP_AM-mean,knn,"{""clf__n_neighbors"": 9}",3615164774884038370,roc_auc,0.7550784184591894,roc_auc,0.7675546809218899,AMES_GraphMVP_AM-mean_knn
2499,Bioavailability_Ma,classification,GraphMVP_CP-mean,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 10, ""clf__n_estimators"": 500}",-5639529053814449718,roc_auc,0.6971014492753623,roc_auc,0.5433987362820086,Bioavailability_Ma_GraphMVP_CP-mean_rf
2500,Bioavailability_Ma,classification,GraphMVP_AM-max,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 4, ""clf__n_estimators"": 500}",535448439825780095,roc_auc,0.7006145661346542,roc_auc,0.6328566677751911,Bioavailability_Ma_GraphMVP_AM-max_rf
2501,Bioavailability_Ma,classification,GraphMVP_CP-mean,ridge,"{""clf__C"": 0.0035938136638046254, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-5639529053814449718,roc_auc,0.672335351311686,roc_auc,0.5443964083804456,Bioavailability_Ma_GraphMVP_CP-mean_ridge
2502,Bioavailability_Ma,classification,GraphMVP_AM-max,ridge,"{""clf__C"": 0.5994842503189408, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",535448439825780095,roc_auc,0.6426894147862777,roc_auc,0.5680079813767875,Bioavailability_Ma_GraphMVP_AM-max_ridge
2503,Bioavailability_Ma,classification,GraphMVP_CP-mean,knn,"{""clf__n_neighbors"": 3}",-5639529053814449718,roc_auc,0.6550311869381764,roc_auc,0.5462254738942467,Bioavailability_Ma_GraphMVP_CP-mean_knn
2504,Bioavailability_Ma,classification,GraphMVP_AM-max,knn,"{""clf__n_neighbors"": 7}",535448439825780095,roc_auc,0.6909924784443222,roc_auc,0.5568673096109078,Bioavailability_Ma_GraphMVP_AM-max_knn
2505,Bioavailability_Ma,classification,GraphMVP_AM-sum,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",-3313359735685399046,roc_auc,0.7123303063658044,roc_auc,0.6195543731293648,Bioavailability_Ma_GraphMVP_AM-sum_rf
2506,Bioavailability_Ma,classification,GraphMVP_AM-mean,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 6, ""clf__n_estimators"": 500}",567529853905475406,roc_auc,0.7022197761878555,roc_auc,0.5576987030262721,Bioavailability_Ma_GraphMVP_AM-mean_rf
2507,Bioavailability_Ma,classification,GraphMVP_AM-mean,ridge,"{""clf__C"": 2.1544346900318834, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",567529853905475406,roc_auc,0.7099706475875985,roc_auc,0.5294313269038908,Bioavailability_Ma_GraphMVP_AM-mean_ridge
2508,Bioavailability_Ma,classification,GraphMVP_AM-mean,knn,"{""clf__n_neighbors"": 9}",567529853905475406,roc_auc,0.6994840396257567,roc_auc,0.5141336880611905,Bioavailability_Ma_GraphMVP_AM-mean_knn
2509,Bioavailability_Ma,classification,GraphMVP_AM-sum,ridge,"{""clf__C"": 27.825594022071243, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-3313359735685399046,roc_auc,0.7059392771968446,roc_auc,0.5417359494512803,Bioavailability_Ma_GraphMVP_AM-sum_ridge
2510,Bioavailability_Ma,classification,GraphMVP_AM-sum,knn,"{""clf__n_neighbors"": 7}",-3313359735685399046,roc_auc,0.6989405613648871,roc_auc,0.5794812105088127,Bioavailability_Ma_GraphMVP_AM-sum_knn
2511,CYP1A2_Veith,classification,GraphMVP_CP-max,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 4, ""clf__n_estimators"": 500}",-3948819544197885122,roc_auc,0.8631250231688359,roc_auc,0.8894167750571418,CYP1A2_Veith_GraphMVP_CP-max_rf
2512,CYP1A2_Veith,classification,GraphMVP_CP-sum,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 8, ""clf__n_estimators"": 500}",1712337175194292831,roc_auc,0.862940667967562,roc_auc,0.8898982181868693,CYP1A2_Veith_GraphMVP_CP-sum_rf
2513,CYP1A2_Veith,classification,GraphMVP_AM-max,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",3615164774884038370,roc_auc,0.8723531382635045,roc_auc,0.8953664650393364,CYP1A2_Veith_GraphMVP_AM-max_rf
2514,CYP1A2_Veith,classification,GraphMVP_CP-mean,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",6629739637219977006,roc_auc,0.8516891842896293,roc_auc,0.8791429365189609,CYP1A2_Veith_GraphMVP_CP-mean_rf
2515,CYP1A2_Veith,classification,GraphMVP_CP-max,ridge,"{""clf__C"": 0.0035938136638046254, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-3948819544197885122,roc_auc,0.8438929563034119,roc_auc,0.867975350111758,CYP1A2_Veith_GraphMVP_CP-max_ridge
2516,CYP1A2_Veith,classification,GraphMVP_CP-max,knn,"{""clf__n_neighbors"": 9}",-3948819544197885122,roc_auc,0.8541291419196833,roc_auc,0.8806917627448256,CYP1A2_Veith_GraphMVP_CP-max_knn
2517,CYP1A2_Veith,classification,GraphMVP_AM-max,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",3615164774884038370,roc_auc,0.8584536738983324,roc_auc,0.8758804884516789,CYP1A2_Veith_GraphMVP_AM-max_ridge
2518,CYP1A2_Veith,classification,GraphMVP_AM-sum,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 6, ""clf__n_estimators"": 500}",-5639529053814449718,roc_auc,0.8654883515913181,roc_auc,0.8958390685575016,CYP1A2_Veith_GraphMVP_AM-sum_rf
2519,CYP1A2_Veith,classification,GraphMVP_AM-mean,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 4, ""clf__n_estimators"": 500}",535448439825780095,roc_auc,0.8587345452507382,roc_auc,0.8886723534834383,CYP1A2_Veith_GraphMVP_AM-mean_rf
2520,CYP1A2_Veith,classification,GraphMVP_AM-max,knn,"{""clf__n_neighbors"": 9}",3615164774884038370,roc_auc,0.8404708032192414,roc_auc,0.8706540681155212,CYP1A2_Veith_GraphMVP_AM-max_knn
2521,CYP1A2_Veith,classification,GraphMVP_CP-sum,ridge,"{""clf__C"": 0.5994842503189408, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",1712337175194292831,roc_auc,0.8426674007153323,roc_auc,0.8651567768250641,CYP1A2_Veith_GraphMVP_CP-sum_ridge
2522,CYP1A2_Veith,classification,GraphMVP_CP-sum,knn,"{""clf__n_neighbors"": 9}",1712337175194292831,roc_auc,0.848238027274806,roc_auc,0.8732617535263736,CYP1A2_Veith_GraphMVP_CP-sum_knn
2523,CYP1A2_Veith,classification,GraphMVP_CP-mean,ridge,"{""clf__C"": 0.16681005372000593, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",6629739637219977006,roc_auc,0.8487448594046176,roc_auc,0.8664271552867193,CYP1A2_Veith_GraphMVP_CP-mean_ridge
2524,CYP1A2_Veith,classification,GraphMVP_CP-mean,knn,"{""clf__n_neighbors"": 9}",6629739637219977006,roc_auc,0.8409703829824954,roc_auc,0.8654446956016618,CYP1A2_Veith_GraphMVP_CP-mean_knn
2525,CYP2C19_Veith,classification,GraphMVP_CP-sum,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",-3313359735685399046,roc_auc,0.8348225226890532,roc_auc,0.8363118007039334,CYP2C19_Veith_GraphMVP_CP-sum_rf
2526,CYP1A2_Veith,classification,GraphMVP_AM-sum,ridge,"{""clf__C"": 0.5994842503189408, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-5639529053814449718,roc_auc,0.8543745419719947,roc_auc,0.8851361931581406,CYP1A2_Veith_GraphMVP_AM-sum_ridge
2527,CYP1A2_Veith,classification,GraphMVP_AM-mean,ridge,"{""clf__C"": 0.5994842503189408, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",535448439825780095,roc_auc,0.8622597433608792,roc_auc,0.8858844031367992,CYP1A2_Veith_GraphMVP_AM-mean_ridge
2528,CYP2C19_Veith,classification,GraphMVP_CP-max,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",567529853905475406,roc_auc,0.8496574034127715,roc_auc,0.8503511873030125,CYP2C19_Veith_GraphMVP_CP-max_rf
2529,CYP1A2_Veith,classification,GraphMVP_AM-sum,knn,"{""clf__n_neighbors"": 9}",-5639529053814449718,roc_auc,0.8347483678817523,roc_auc,0.8811195368043543,CYP1A2_Veith_GraphMVP_AM-sum_knn
2530,CYP1A2_Veith,classification,GraphMVP_AM-mean,knn,"{""clf__n_neighbors"": 9}",535448439825780095,roc_auc,0.8311833970927193,roc_auc,0.8799890136256299,CYP1A2_Veith_GraphMVP_AM-mean_knn
2531,CYP2C19_Veith,classification,GraphMVP_CP-max,ridge,"{""clf__C"": 0.0035938136638046254, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",567529853905475406,roc_auc,0.8184525845088537,roc_auc,0.8174755041790198,CYP2C19_Veith_GraphMVP_CP-max_ridge
2532,CYP2C19_Veith,classification,GraphMVP_CP-max,knn,"{""clf__n_neighbors"": 9}",567529853905475406,roc_auc,0.8206574125296904,roc_auc,0.8240752691188986,CYP2C19_Veith_GraphMVP_CP-max_knn
2533,CYP2C19_Veith,classification,GraphMVP_CP-sum,ridge,"{""clf__C"": 0.5994842503189408, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-3313359735685399046,roc_auc,0.817299601564059,roc_auc,0.8135206332282733,CYP2C19_Veith_GraphMVP_CP-sum_ridge
2534,CYP2C19_Veith,classification,GraphMVP_CP-sum,knn,"{""clf__n_neighbors"": 9}",-3313359735685399046,roc_auc,0.8059152084224415,roc_auc,0.8274424897667791,CYP2C19_Veith_GraphMVP_CP-sum_knn
2535,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_CP-max,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 8, ""clf__n_estimators"": 500}",-4219692788895365072,roc_auc,0.6738347271546952,roc_auc,0.6559956592512208,CYP2C9_Substrate_CarbonMangels_GraphMVP_CP-max_rf
2536,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_CP-sum,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",-451016573953646671,roc_auc,0.7120046206132814,roc_auc,0.6234400434074878,CYP2C9_Substrate_CarbonMangels_GraphMVP_CP-sum_rf
2537,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_CP-max,ridge,"{""clf__C"": 0.0035938136638046254, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-4219692788895365072,roc_auc,0.6467984114255165,roc_auc,0.6535539880629408,CYP2C9_Substrate_CarbonMangels_GraphMVP_CP-max_ridge
2538,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_CP-max,knn,"{""clf__n_neighbors"": 9}",-4219692788895365072,roc_auc,0.5958182495131172,roc_auc,0.6740368963646228,CYP2C9_Substrate_CarbonMangels_GraphMVP_CP-max_knn
2539,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_CP-sum,ridge,"{""clf__C"": 0.001, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-451016573953646671,roc_auc,0.6792920151220071,roc_auc,0.626695604991861,CYP2C9_Substrate_CarbonMangels_GraphMVP_CP-sum_ridge
2540,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_CP-sum,knn,"{""clf__n_neighbors"": 5}",-451016573953646671,roc_auc,0.6236978271661512,roc_auc,0.6237113402061856,CYP2C9_Substrate_CarbonMangels_GraphMVP_CP-sum_knn
2541,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_CP-mean,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 8, ""clf__n_estimators"": 500}",-5082287267457664023,roc_auc,0.6958670332607783,roc_auc,0.6196418882257189,CYP2C9_Substrate_CarbonMangels_GraphMVP_CP-mean_rf
2542,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_CP-mean,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-5082287267457664023,roc_auc,0.6512030778630619,roc_auc,0.617200217037439,CYP2C9_Substrate_CarbonMangels_GraphMVP_CP-mean_ridge
2543,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_CP-mean,knn,"{""clf__n_neighbors"": 9}",-5082287267457664023,roc_auc,0.6073099247718333,roc_auc,0.6180141074335322,CYP2C9_Substrate_CarbonMangels_GraphMVP_CP-mean_knn
2544,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_AM-max,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 6, ""clf__n_estimators"": 500}",-5975680959775314205,roc_auc,0.648961507618284,roc_auc,0.6540965816603365,CYP2C9_Substrate_CarbonMangels_GraphMVP_AM-max_rf
2545,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_AM-max,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-5975680959775314205,roc_auc,0.6309752930843548,roc_auc,0.6234400434074878,CYP2C9_Substrate_CarbonMangels_GraphMVP_AM-max_ridge
2546,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_AM-max,knn,"{""clf__n_neighbors"": 9}",-5975680959775314205,roc_auc,0.6376159926681177,roc_auc,0.6530113944655453,CYP2C9_Substrate_CarbonMangels_GraphMVP_AM-max_knn
2547,CYP2C19_Veith,classification,GraphMVP_AM-max,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",5112967501865665435,roc_auc,0.8333212298348103,roc_auc,0.836046812503702,CYP2C19_Veith_GraphMVP_AM-max_rf
2548,CYP2C19_Veith,classification,GraphMVP_CP-mean,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 8, ""clf__n_estimators"": 500}",-1360305633521212986,roc_auc,0.8271815115279517,roc_auc,0.8347489938242161,CYP2C19_Veith_GraphMVP_CP-mean_rf
2549,CYP2C19_Veith,classification,GraphMVP_AM-max,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",5112967501865665435,roc_auc,0.8161628377629537,roc_auc,0.8239873553865866,CYP2C19_Veith_GraphMVP_AM-max_ridge
2550,CYP2C19_Veith,classification,GraphMVP_AM-max,knn,"{""clf__n_neighbors"": 9}",5112967501865665435,roc_auc,0.8002582131398279,roc_auc,0.7968048658068578,CYP2C19_Veith_GraphMVP_AM-max_knn
2551,CYP2C19_Veith,classification,GraphMVP_AM-sum,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 6, ""clf__n_estimators"": 500}",6605703210326495482,roc_auc,0.8358552456398949,roc_auc,0.8343630463043499,CYP2C19_Veith_GraphMVP_AM-sum_rf
2552,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_AM-sum,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 4, ""clf__n_estimators"": 500}",-4219692788895365072,roc_auc,0.6984375835338146,roc_auc,0.6394465545306566,CYP2C9_Substrate_CarbonMangels_GraphMVP_AM-sum_rf
2553,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_AM-mean,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 6, ""clf__n_estimators"": 500}",-451016573953646671,roc_auc,0.7073381830679345,roc_auc,0.6706456863809007,CYP2C9_Substrate_CarbonMangels_GraphMVP_AM-mean_rf
2554,CYP2C19_Veith,classification,GraphMVP_AM-mean,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 4, ""clf__n_estimators"": 500}",6125081507403538693,roc_auc,0.8282124671227992,roc_auc,0.8317483921451262,CYP2C19_Veith_GraphMVP_AM-mean_rf
2555,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_AM-sum,ridge,"{""clf__C"": 2.1544346900318834, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-4219692788895365072,roc_auc,0.7132898002825832,roc_auc,0.6416169289202387,CYP2C9_Substrate_CarbonMangels_GraphMVP_AM-sum_ridge
2556,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_AM-sum,knn,"{""clf__n_neighbors"": 5}",-4219692788895365072,roc_auc,0.6767302478328941,roc_auc,0.6161150298426478,CYP2C9_Substrate_CarbonMangels_GraphMVP_AM-sum_knn
2557,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_AM-mean,ridge,"{""clf__C"": 0.16681005372000593, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-451016573953646671,roc_auc,0.7017508687516707,roc_auc,0.6760716223548563,CYP2C9_Substrate_CarbonMangels_GraphMVP_AM-mean_ridge
2558,CYP2C9_Substrate_CarbonMangels,classification,GraphMVP_AM-mean,knn,"{""clf__n_neighbors"": 7}",-451016573953646671,roc_auc,0.6788564936800703,roc_auc,0.6200488334237656,CYP2C9_Substrate_CarbonMangels_GraphMVP_AM-mean_knn
2559,CYP2C19_Veith,classification,GraphMVP_CP-mean,ridge,"{""clf__C"": 0.16681005372000593, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-1360305633521212986,roc_auc,0.8059068131268623,roc_auc,0.8110023100736043,CYP2C19_Veith_GraphMVP_CP-mean_ridge
2560,CYP2C19_Veith,classification,GraphMVP_CP-mean,knn,"{""clf__n_neighbors"": 9}",-1360305633521212986,roc_auc,0.7963967921509989,roc_auc,0.8182645455140615,CYP2C19_Veith_GraphMVP_CP-mean_knn
2561,CYP2C19_Veith,classification,GraphMVP_AM-sum,ridge,"{""clf__C"": 0.5994842503189408, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",6605703210326495482,roc_auc,0.8274942763587477,roc_auc,0.8280700441750918,CYP2C19_Veith_GraphMVP_AM-sum_ridge
2562,CYP2C19_Veith,classification,GraphMVP_AM-sum,knn,"{""clf__n_neighbors"": 9}",6605703210326495482,roc_auc,0.8072676758241026,roc_auc,0.8124924790113757,CYP2C19_Veith_GraphMVP_AM-sum_knn
2563,CYP2C19_Veith,classification,GraphMVP_AM-mean,ridge,"{""clf__C"": 0.5994842503189408, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",6125081507403538693,roc_auc,0.8148756479953662,roc_auc,0.8260972849620755,CYP2C19_Veith_GraphMVP_AM-mean_ridge
2564,CYP2C19_Veith,classification,GraphMVP_AM-mean,knn,"{""clf__n_neighbors"": 9}",6125081507403538693,roc_auc,0.7944126606709753,roc_auc,0.8085672243888904,CYP2C19_Veith_GraphMVP_AM-mean_knn
2565,CYP2C9_Veith,classification,GraphMVP_CP-max,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 4, ""clf__n_estimators"": 500}",-5082287267457664023,roc_auc,0.8428957653805753,roc_auc,0.8384621139927386,CYP2C9_Veith_GraphMVP_CP-max_rf
2566,CYP2C9_Veith,classification,GraphMVP_CP-max,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-5082287267457664023,roc_auc,0.8150285282215949,roc_auc,0.8084395895190317,CYP2C9_Veith_GraphMVP_CP-max_ridge
2567,CYP2C9_Veith,classification,GraphMVP_CP-max,knn,"{""clf__n_neighbors"": 9}",-5082287267457664023,roc_auc,0.803856454492417,roc_auc,0.8129456656139495,CYP2C9_Veith_GraphMVP_CP-max_knn
2568,CYP2D6_Substrate_CarbonMangels,classification,GraphMVP_CP-max,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 6, ""clf__n_estimators"": 500}",6605703210326495482,roc_auc,0.8032346540332022,roc_auc,0.7930990899898888,CYP2D6_Substrate_CarbonMangels_GraphMVP_CP-max_rf
2569,CYP2C9_Veith,classification,GraphMVP_CP-sum,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",-5975680959775314205,roc_auc,0.8092233860504987,roc_auc,0.8036665275294748,CYP2C9_Veith_GraphMVP_CP-sum_rf
2570,CYP2D6_Substrate_CarbonMangels,classification,GraphMVP_CP-max,ridge,"{""clf__C"": 0.0035938136638046254, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",6605703210326495482,roc_auc,0.7784691745036573,roc_auc,0.7786905965621841,CYP2D6_Substrate_CarbonMangels_GraphMVP_CP-max_ridge
2571,CYP2D6_Substrate_CarbonMangels,classification,GraphMVP_CP-max,knn,"{""clf__n_neighbors"": 9}",6605703210326495482,roc_auc,0.7718520831860214,roc_auc,0.7724974721941354,CYP2D6_Substrate_CarbonMangels_GraphMVP_CP-max_knn
2572,CYP2D6_Substrate_CarbonMangels,classification,GraphMVP_CP-sum,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 2, ""clf__n_estimators"": 500}",6125081507403538693,roc_auc,0.785621066773517,roc_auc,0.820525783619818,CYP2D6_Substrate_CarbonMangels_GraphMVP_CP-sum_rf
2573,CYP2C9_Veith,classification,GraphMVP_CP-mean,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 8, ""clf__n_estimators"": 500}",5112967501865665435,roc_auc,0.7973223550461357,roc_auc,0.7908358469910926,CYP2C9_Veith_GraphMVP_CP-mean_rf
2574,CYP2D6_Substrate_CarbonMangels,classification,GraphMVP_CP-sum,ridge,"{""clf__C"": 0.0035938136638046254, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",6125081507403538693,roc_auc,0.7679392839465434,roc_auc,0.8087714863498483,CYP2D6_Substrate_CarbonMangels_GraphMVP_CP-sum_ridge
2575,CYP2D6_Substrate_CarbonMangels,classification,GraphMVP_CP-sum,knn,"{""clf__n_neighbors"": 9}",6125081507403538693,roc_auc,0.7307729158318994,roc_auc,0.782355915065723,CYP2D6_Substrate_CarbonMangels_GraphMVP_CP-sum_knn
2576,CYP2C9_Veith,classification,GraphMVP_CP-sum,ridge,"{""clf__C"": 0.5994842503189408, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-5975680959775314205,roc_auc,0.7631948135321608,roc_auc,0.7544241689178013,CYP2C9_Veith_GraphMVP_CP-sum_ridge
2577,CYP2C9_Veith,classification,GraphMVP_AM-max,rf,"{""clf__criterion"": ""entropy"", ""clf__min_samples_split"": 6, ""clf__n_estimators"": 500}",-4219692788895365072,roc_auc,0.8310945076141903,roc_auc,0.8363825380198942,CYP2C9_Veith_GraphMVP_AM-max_rf
2578,CYP2C9_Veith,classification,GraphMVP_CP-sum,knn,"{""clf__n_neighbors"": 9}",-5975680959775314205,roc_auc,0.77177292342464,roc_auc,0.7812853913824198,CYP2C9_Veith_GraphMVP_CP-sum_knn
2579,CYP2C9_Veith,classification,GraphMVP_AM-max,ridge,"{""clf__C"": 0.012915496650148826, ""clf__max_iter"": 5000, ""clf__penalty"": ""l2"", ""clf__solver"": ""lbfgs""}",-4219692788895365072,roc_auc,0.8203424390029186,roc_auc,0.8143762847219487,CYP2C9_Veith_GraphMVP_AM-max_ridge
